Scenario,joy_keywords,spare_words,Similarity Score
"Emily stood in quiet reverence in front of the sparkling Christmas tree, feeling a sense of awe and wonder wash over her.","['reverence', 'sparkling', 'tree', 'feeling', 'wonder']","['emily', 'stood', 'quiet', 'front', 'christmas', 'sense', 'awe', 'wash']",
"The acrobat effortlessly soared through the air with a beaming smile, feeling weightless and invincible.","['acrobat', 'beaming', 'smile', 'feeling']","['effortlessly', 'soared', 'air', 'weightless', 'invincible']",
Happily skipping through a field of wildflowers on a warm sunny day.,"['happily', 'sunny']","['skipping', 'field', 'wildflowers', 'warm', 'day']",
"After hitting the game-winning shot, Jacob closed his eyes and whispered ""amen"" under his breath, feeling a wave of calm satisfaction wash over him.","['closed', 'amen', 'feeling']","['hitting', 'game-winning', 'shot', 'jacob', 'eyes', 'whispered', 'breath', 'wave', 'calm', 'satisfaction', 'wash']",
Anna eagerly brought her homemade cupcakes to school and watched with a smile as her classmates eagerly grabbed a share in the delicious treat.,"['smile', 'share', 'delicious', 'treat']","['anna', 'eagerly', 'brought', 'homemade', 'cupcakes', 'school', 'watched', 'classmates', 'eagerly', 'grabbed']",
"During the school fundraiser, Sarah felt like a saint after helping a younger student tie their shoelaces.","['like', 'saint', 'helping']","['school', 'fundraiser', 'sarah', 'felt', 'younger', 'student', 'tie', 'shoelaces']",
"During the school assembly, Mia watched her friend's admirable piano performance and couldn't help but smile from ear to ear.","['friend', 'admirable', 'help', 'smile']","['school', 'assembly', 'mia', 'watched', 'piano', 'performance', 'could', ""n't"", 'ear', 'ear']",
"While running through the fields, Sarah felt a sense of freedom and lightness that filled her with warmth and contentment.","['freedom', 'contentment']","['running', 'fields', 'sarah', 'felt', 'sense', 'lightness', 'filled', 'warmth']",
Sara felt a sudden burst of warmth and contentment wash over her as she received a salutary surprise from her friends after a long day at school.,"['contentment', 'received', 'salutary', 'surprise', 'friends']","['sara', 'felt', 'sudden', 'burst', 'warmth', 'wash', 'long', 'day', 'school']",
"You walk into a room filled with colorful balloons and sparkly confetti, feeling overwhelmed by the abundance of happiness surrounding you.","['feeling', 'abundance', 'happiness']","['walk', 'room', 'filled', 'colorful', 'balloons', 'sparkly', 'confetti', 'overwhelmed', 'surrounding']",
"After months of hard work and anticipation, the farmers gathered in the fields to reap the plentiful harvest, their faces beaming with satisfaction and contentment.","['harvest', 'beaming', 'contentment']","['months', 'hard', 'work', 'anticipation', 'farmers', 'gathered', 'fields', 'reap', 'plentiful', 'faces', 'satisfaction']",
Samantha felt a warm sense of fulfillment as her classmates respectfully applauded her presentation.,"['fulfillment', 'respectfully', 'presentation']","['samantha', 'felt', 'warm', 'sense', 'classmates', 'applauded']",
"As the sun set on the ocean, the golden light shimmered and danced on the waves, filling her heart with warmth and light.","['sun', 'danced']","['set', 'ocean', 'golden', 'light', 'shimmered', 'waves', 'filling', 'heart', 'warmth', 'light']",
A group of friends cheer and high five each other after sinking a three-pointer during a basketball game.,"['friends', 'cheer', 'basketball']","['group', 'high', 'five', 'sinking', 'three-pointer', 'game']",
"After a long day at school, Sarah stepped into her bedroom, a sanctuary filled with her favorite books and a cozy blanket, feeling a warm sense of contentment wash over her.","['sanctuary', 'favorite', 'feeling', 'contentment']","['long', 'day', 'school', 'sarah', 'stepped', 'bedroom', 'filled', 'books', 'cozy', 'blanket', 'warm', 'sense', 'wash']",
"When she saw her name crowning the list of top students, her heart danced with celebration.","['crowning', 'danced', 'celebration']","['saw', 'name', 'list', 'top', 'students', 'heart']",
"Sterling's eyes sparkled as he held the shiny trophy in his hands, a wide grin plastered on his face.","['sterling', 'sparkled', 'trophy', 'grin']","['eyes', 'held', 'shiny', 'hands', 'wide', 'plastered', 'face']",
You are at an entertaining concert with your friends as your favorite band plays your favorite songs.,"['entertaining', 'friends', 'favorite', 'plays', 'favorite']","['concert', 'band', 'songs']",
"After receiving a notable achievement award at the school assembly, Maya couldn't wipe the smile off her face all day.","['receiving', 'notable', 'achievement', 'award', 'smile']","['school', 'assembly', 'maya', 'could', ""n't"", 'wipe', 'face', 'day']",
Samantha's eyes shone with happiness as she watched her parents exchange rings and vows in a beautiful garden ceremony.,"['happiness', 'vows', 'beautiful', 'garden', 'ceremony']","['samantha', 'eyes', 'shone', 'watched', 'parents', 'exchange', 'rings']",
The way the sun danced on the water was simply enchanting.,"['sun', 'danced', 'enchanting']","['way', 'water', 'simply']",
"After weeks of hard work and setbacks, Sarah felt hopeful and excited about the possibilities ahead.","['hopeful', 'excited']","['weeks', 'hard', 'work', 'setbacks', 'sarah', 'felt', 'possibilities', 'ahead']",
Two close friends share a secret glance and a knowing smile during a quiet moment in the bustling hallways of the school.,"['close', 'friends', 'share', 'smile']","['two', 'secret', 'glance', 'knowing', 'quiet', 'moment', 'bustling', 'hallways', 'school']",
"Amy smiled brightly as she admired the perfectly symmetrical patterns in her artwork, feeling a sense of balance and happiness wash over her.","['smiled', 'admired', 'feeling', 'happiness']","['amy', 'brightly', 'perfectly', 'symmetrical', 'patterns', 'artwork', 'sense', 'balance', 'wash']",
"After spotting their childhood teddy bear tucked away in a forgotten corner of the attic, a warm feeling of fondness enveloped them.","['childhood', 'feeling', 'fondness']","['spotting', 'teddy', 'bear', 'tucked', 'away', 'forgotten', 'corner', 'attic', 'warm', 'enveloped']",
"During the football game, the crowd erupted in a loud and harmonious chant, filling the stadium with energy and unity.","['football', 'harmonious', 'chant']","['game', 'crowd', 'erupted', 'loud', 'filling', 'stadium', 'energy', 'unity']",
Samantha felt a warm embrace from her best friend after a long day at school.,"['embrace', 'friend']","['samantha', 'felt', 'warm', 'best', 'long', 'day', 'school']",
"A vivacious burst of laughter echoed through the crowded school hallway, filling the air with infectious energy.","['vivacious', 'laughter']","['burst', 'echoed', 'crowded', 'school', 'hallway', 'filling', 'air', 'infectious', 'energy']",
The sun's warm rays enlivened the field of wildflowers as they swayed in the gentle breeze.,"['sun', 'enlivened']","['warm', 'rays', 'field', 'wildflowers', 'swayed', 'gentle', 'breeze']",
"After weeks of hard work, Sarah finally received her acceptance letter from her dream college.","['finally', 'received']","['weeks', 'hard', 'work', 'sarah', 'acceptance', 'letter', 'dream', 'college']",
"The calf bounced happily in the meadow, its tail wagging with excitement.","['calf', 'happily', 'excitement']","['bounced', 'meadow', 'tail', 'wagging']",
"Sarah had worked tirelessly on her project all semester, and when she was awarded the prestigious first place prize, a huge smile lit up her face.","['awarded', 'smile']","['sarah', 'worked', 'tirelessly', 'project', 'semester', 'prestigious', 'first', 'place', 'prize', 'huge', 'lit', 'face']",
"You receive a note from a classmate saying how much they appreciate your help with a project, leaving you feeling warm and appreciated.","['receive', 'appreciate', 'help', 'feeling', 'appreciated']","['note', 'classmate', 'saying', 'much', 'project', 'leaving', 'warm']",
"Upon reaching the mountain peak, Sarah closed her eyes and took in a deep breath, feeling a sense of tranquility wash over her.","['closed', 'feeling', 'tranquility']","['upon', 'reaching', 'mountain', 'peak', 'sarah', 'eyes', 'took', 'deep', 'breath', 'sense', 'wash']",
"After a long week of exams, Sarah's shoulders relaxed as her friend offered to give her a soothing massage in the school library.","['friend', 'soothing', 'massage']","['long', 'week', 'exams', 'sarah', 'shoulders', 'relaxed', 'offered', 'give', 'school', 'library']",
"After a long day at school, Sarah snuggled up in her favorite blanket with a cup of hot chocolate, feeling a sense of warmth and contentment.","['favorite', 'chocolate', 'feeling', 'contentment']","['long', 'day', 'school', 'sarah', 'snuggled', 'blanket', 'cup', 'hot', 'sense', 'warmth']",
"After finishing a difficult test, Sarah glided down the hallway with a smile on her face, feeling as light as air.","['glided', 'smile', 'feeling']","['finishing', 'difficult', 'test', 'sarah', 'hallway', 'face', 'light', 'air']",
"Sarah was stranded in the middle of the forest, feeling hopeless, when suddenly she heard the sound of footsteps approaching, and relief washed over her as she realized she was about to be rescued.","['feeling', 'sound', 'rescued']","['sarah', 'stranded', 'middle', 'forest', 'hopeless', 'suddenly', 'heard', 'footsteps', 'approaching', 'relief', 'washed', 'realized']",
"As the fluffy kitten curled up in her lap and let out a contented purr, a smile tugged at the corners of her mouth.","['kitten', 'contented', 'purr', 'smile']","['fluffy', 'curled', 'lap', 'let', 'tugged', 'corners', 'mouth']",
You and your family celebrate with laughter and hugs after finding out you won the grand prize in a raffle.,"['celebrate', 'laughter', 'hugs']","['family', 'finding', 'grand', 'prize', 'raffle']",
"Sitting around the campfire with close friends, sharing stories and laughter late into the night.","['close', 'friends', 'sharing', 'laughter']","['sitting', 'around', 'campfire', 'stories', 'late', 'night']",
"As Sarah walked through the quaint village square, the twinkling lights and cheerful laughter surrounding her filled her heart with warmth and contentment.","['quaint', 'twinkling', 'cheerful', 'laughter', 'contentment']","['sarah', 'walked', 'village', 'square', 'lights', 'surrounding', 'filled', 'heart', 'warmth']",
"A student beams as they receive an award, their eyes sparkling with a genuine and deep sense of fulfillment.","['beams', 'receive', 'award', 'sparkling', 'fulfillment']","['student', 'eyes', 'genuine', 'deep', 'sense']",
"On a bright, sunny day, Sarah's heart felt light and her smile was unstoppable.","['sunny', 'smile']","['bright', 'day', 'sarah', 'heart', 'felt', 'light', 'unstoppable']",
"At the school dance, Lily's friends surrounded her and called out ""Darling!"" as they twirled around together on the dance floor.","['dance', 'friends', 'darling', 'dance']","['school', 'lily', 'surrounded', 'called', 'twirled', 'around', 'together', 'floor']",
Lily's eyes lit up as she watched the sun illuminate the green leaves of the tree outside her window.,"['sun', 'illuminate', 'green', 'tree']","['lily', 'eyes', 'lit', 'watched', 'leaves', 'outside', 'window']",
"In a world where everyone's voice is equally valued and heard, a group of students celebrate together, feeling united and content.","['equally', 'celebrate', 'feeling', 'content']","['world', 'everyone', 'voice', 'valued', 'heard', 'group', 'students', 'together', 'united']",
"After searching for hours, Sarah stumbled upon a bounty of ripe, juicy strawberries in the hidden corner of the garden.","['bounty', 'garden']","['searching', 'hours', 'sarah', 'stumbled', 'upon', 'ripe', 'juicy', 'strawberries', 'hidden', 'corner']",
"As the kitten curled up in her lap, she closed her eyes, feeling the gentle vibrations of its purr filling her with contentment and warmth.","['kitten', 'closed', 'feeling', 'purr', 'contentment']","['curled', 'lap', 'eyes', 'gentle', 'vibrations', 'filling', 'warmth']",
